county; address; city; zip; sale_date; price
San Francisco County; 421 Oak Street; San Francisco; 94102; 1/8/2016; $2,400,000
San Francisco County; 1400 Mission Street #1107; San Francisco; 94103; 1/8/2016; $269,000
San Francisco County; 1400 Mission Street #814; San Francisco; 94103; 1/8/2016; $301,500
San Francisco County; 333 Beale Street #5A; San Francisco; 94105; 1/8/2016; $1,049,000
San Francisco County; 333 Beale Street #8F; San Francisco; 94105; 1/8/2016; $1,195,000
San Francisco County; 338 Main Street #3B; San Francisco; 94105; 1/8/2016; $1,475,000
San Francisco County; 355 1st Street #1702; San Francisco; 94105; 1/8/2016; $1,570,000
San Francisco County; 338 Main Street #3A; San Francisco; 94105; 1/8/2016; $1,675,000
San Francisco County; 88 King Street #103; San Francisco; 94107; 1/8/2016; $1,370,000
San Francisco County; 1240 Jones Street; San Francisco; 94109; 1/8/2016; $2,800,000
San Francisco County; 2711 18th Street #25; San Francisco; 94110; 1/8/2016; $750,000
San Francisco County; 72 Crescent Avenue; San Francisco; 94110; 1/8/2016; $1,625,000
San Francisco County; 1316 Guerrero Street; San Francisco; 94110; 1/8/2016; $1,706,000
San Francisco County; 3532 23rd Street; San Francisco; 94110; 1/8/2016; $1,900,000
San Francisco County; 1406 Golden Gate Avenue; San Francisco; 94115; 1/8/2016; $1,200,000
San Francisco County; 1529 Golden Gate Avenue; San Francisco; 94115; 1/8/2016; $1,950,000
San Francisco County; 1833 Laguna Street; San Francisco; 94115; 1/8/2016; $5,500,000
San Francisco County; 644 Steiner Street; San Francisco; 94117; 1/8/2016; $500,000
San Francisco County; 1576 Waller Street; San Francisco; 94117; 1/8/2016; $1,495,000
San Francisco County; 1558 45th Avenue; San Francisco; 94122; 1/8/2016; $930,000
San Francisco County; 1408 31st Avenue #403; San Francisco; 94122; 1/8/2016; $1,200,000
San Francisco County; 2165 Revere Avenue; San Francisco; 94124; 1/8/2016; $1,040,000
San Francisco County; 192 Yerba Buena Avenue; San Francisco; 94127; 1/8/2016; $1,915,000
San Francisco County; 195 St. Elmo Way; San Francisco; 94127; 1/8/2016; $2,425,000
San Francisco County; 95 Red Rock Way #303M; San Francisco; 94131; 1/8/2016; $530,000
San Francisco County; 351 27th Street; San Francisco; 94131; 1/8/2016; $970,000
San Francisco County; 270 Bright Street; San Francisco; 94132; 1/8/2016; $750,000
San Francisco County; 718 Long Bridge Street #423; San Francisco; 94158; 1/8/2016; $855,000
San Francisco County; 718 Long Bridge Street #400; San Francisco; 94158; 1/8/2016; $1,099,000
San Francisco County; 718 Long Bridge Street #1501; San Francisco; 94158; 1/8/2016; $1,419,500
San Francisco County; 738 Long Bridge Street #1106; San Francisco; 94158; 1/8/2016; $1,759,500
San Francisco County; 81 Frank Norris Street #504; San Francisco; 94109; 1/8/2016; $718,000
San Francisco County; 718 Long Bridge Street #1605; San Francisco; 94158; 1/8/2016; $1,967,500
San Francisco County; 738 Long Bridge Street #1309; San Francisco; 94158; 1/8/2016; $2,234,500
San Francisco County; 1139 B Green Street; San Francisco; 94109; 1/7/2016; $1,710,000
San Francisco County; 718 Long Bridge Street #603; San Francisco; 94158; 1/7/2016; $1,772,500
San Francisco County; 718 Long Bridge Street #420; San Francisco; 94158; 1/7/2016; $1,833,000
San Francisco County; 738 Long Bridge Street #1211; San Francisco; 94158; 1/7/2016; $1,112,000
San Francisco County; 738 Long Bridge Street #1411; San Francisco; 94158; 1/7/2016; $1,181,500
San Francisco County; 738 Long Bridge Street #517; San Francisco; 94158; 1/7/2016; $1,316,000
San Francisco County; 157 Summit Way; San Francisco; 94132; 1/7/2016; $1,418,000
San Francisco County; 133 Richardson Avenue; San Francisco; 94123; 1/7/2016; $2,080,000
San Francisco County; 3315 Pierce Street; San Francisco; 94123; 1/7/2016; $2,500,000
San Francisco County; 930 Ashbury Street; San Francisco; 94117; 1/7/2016; $2,278,000
San Francisco County; 131 10th Avenue; San Francisco; 94118; 1/7/2016; $2,925,000
San Francisco County; 1954 46th Avenue; San Francisco; 94116; 1/7/2016; $875,000
San Francisco County; 1972 11th Avenue; San Francisco; 94116; 1/7/2016; $1,617,000
San Francisco County; 62 Encanto Avenue; San Francisco; 94115; 1/7/2016; $850,000
San Francisco County; 260 King Street #605; San Francisco; 94107; 1/7/2016; $1,475,000
San Francisco County; 338 Main Street #4B; San Francisco; 94105; 1/7/2016; $1,345,000
San Francisco County; 1097 Howard Street #303; San Francisco; 94103; 1/7/2016; $975,000
San Francisco County; 1400 Mission Street #210; San Francisco; 94103; 1/7/2016; $226,000
San Francisco County; 1400 Mission Street #1105; San Francisco; 94103; 1/7/2016; $268,500
San Francisco County; 1400 Mission Street #1206; San Francisco; 94103; 1/7/2016; $269,000
San Francisco County; 738 Long Bridge Street #1207; San Francisco; 94158; 1/6/2016; $1,871,000
San Francisco County; 738 Long Bridge Street #1209; San Francisco; 94158; 1/6/2016; $2,272,500
San Francisco County; 718 Long Bridge Street #303; San Francisco; 94158; 1/6/2016; $1,137,000
San Francisco County; 333 Beale Street #2E; San Francisco; 94105; 1/6/2016; $1,595,000
San Francisco County; 260 King Street #1009; San Francisco; 94107; 1/6/2016; $750,000
San Francisco County; 77 Dow Place #500; San Francisco; 94107; 1/6/2016; $968,000
San Francisco County; 701 Pennsylvania Avenue #IT5; San Francisco; 94107; 1/6/2016; $995,000
San Francisco County; 728 Alabama Street #105; San Francisco; 94110; 1/6/2016; $655,000
San Francisco County; 679 San Jose Avenue; San Francisco; 94110; 1/6/2016; $1,220,000
San Francisco County; 50 Roscoe Street; San Francisco; 94110; 1/6/2016; $1,735,000
San Francisco County; 14 Stoneyford Avenue; San Francisco; 94112; 1/6/2016; $650,000
San Francisco County; 324 Hanover Street; San Francisco; 94112; 1/6/2016; $700,000
San Francisco County; 933 Noe Street; San Francisco; 94114; 1/6/2016; $2,175,000
San Francisco County; 1760 Ofarrell Street #18; San Francisco; 94115; 1/6/2016; $838,000
San Francisco County; 811 40th Avenue; San Francisco; 94121; 1/6/2016; $880,000
San Francisco County; 3239 Steiner Street; San Francisco; 94123; 1/6/2016; $450,000
San Francisco County; 601 Van Ness Avenue #201; San Francisco; 94102; 1/6/2016; $555,000
San Francisco County; 333 Potrero Avenue; San Francisco; 94103; 1/6/2016; $1,138,000
San Francisco County; 938 Market Street; San Francisco; 94102; 1/5/2016; $760,000
San Francisco County; 2223 44th Avenue; San Francisco; 94116; 1/5/2016; $1,325,000
San Francisco County; 739 48th Avenue; San Francisco; 94121; 1/5/2016; $945,000
San Francisco County; 1389 21st Avenue #1391; San Francisco; 94122; 1/5/2016; $892,000
San Francisco County; 1626 32nd Avenue; San Francisco; 94122; 1/5/2016; $1,425,000
San Francisco County; 1387 14th Avenue; San Francisco; 94122; 1/5/2016; $1,655,000
San Francisco County; 1271 21st Avenue; San Francisco; 94122; 1/5/2016; $1,850,000
San Francisco County; 1765 15th Avenue; San Francisco; 94122; 1/5/2016; $2,250,000
San Francisco County; 1243 Quesada Avenue; San Francisco; 94124; 1/5/2016; $610,000
San Francisco County; 423 28th Street #201; San Francisco; 94131; 1/5/2016; $1,589,000
San Francisco County; 8200 Oceanview Terrace #204; San Francisco; 94132; 1/5/2016; $510,000
San Francisco County; 718 Long Bridge Street #322; San Francisco; 94158; 1/5/2016; $986,000
San Francisco County; 738 Long Bridge Street #1111; San Francisco; 94158; 1/5/2016; $1,127,000
San Francisco County; 7 Lee Avenue; San Francisco; 94112; 1/5/2016; $1,100,000
San Francisco County; 310 Carolina Street #301; San Francisco; 94107; 1/5/2016; $1,129,000
San Francisco County; 72 Townsend Street #412; San Francisco; 94107; 1/5/2016; $1,147,000
San Francisco County; 632 Mississippi Street; San Francisco; 94107; 1/5/2016; $1,420,000
San Francisco County; 200 Brannan Street #413; San Francisco; 94107; 1/5/2016; $995,000
San Francisco County; 738 Long Bridge Street #809; San Francisco; 94158; 1/5/2016; $1,177,000
San Francisco County; 738 Long Bridge Street #1110; San Francisco; 94158; 1/5/2016; $1,684,000
San Francisco County; 718 Long Bridge Street #1401; San Francisco; 94158; 1/4/2016; $1,382,500
San Francisco County; 718 Long Bridge Street #320; San Francisco; 94158; 1/4/2016; $1,909,000
San Francisco County; 54 Marston Avenue; San Francisco; 94112; 1/4/2016; $1,650,000
San Francisco County; 2151 Laguna Street #2; San Francisco; 94115; 1/4/2016; $4,500,000
San Francisco County; 851 South Van Ness Avenue #104; San Francisco; 94110; 1/4/2016; $641,000
San Francisco County; 304 Gold Mine Drive; San Francisco; 94131; 1/4/2016; $1,651,000
San Francisco County; 28 Williams Avenue; San Francisco; 94124; 1/4/2016; $660,000
San Francisco County; 333 Beale Street #2C; San Francisco; 94105; 1/4/2016; $1,095,000
San Francisco County; 3045 22nd Avenue; San Francisco; 94132; 12/31/2015; $1,170,000
San Francisco County; 114 Clearfield Drive; San Francisco; 94132; 12/31/2015; $1,350,000
San Francisco County; 1070 Green Street #1402; San Francisco; 94133; 12/31/2015; $2,600,000
San Francisco County; 3738 Irving Street; San Francisco; 94122; 12/31/2015; $1,300,000
San Francisco County; 19 Bridgeview Drive; San Francisco; 94124; 12/31/2015; $640,000
San Francisco County; 446 Chenery Street; San Francisco; 94131; 12/31/2015; $1,064,000
San Francisco County; 1 Crescent Way #1402; San Francisco; 94134; 12/31/2015; $660,000
San Francisco County; 767 Pine Street; San Francisco; 94108; 12/31/2015; $2,488,000
San Francisco County; 718 Long Bridge Street #1303; San Francisco; 94158; 12/31/2015; $2,341,000
San Francisco County; 738 Long Bridge Street #618; San Francisco; 94158; 12/31/2015; $1,325,000
San Francisco County; 300 Gough Street #201; San Francisco; 94102; 12/31/2015; $1,135,000
San Francisco County; 180 7th Street #408; San Francisco; 94103; 12/31/2015; $550,000
San Francisco County; 3065 16th Street; San Francisco; 94103; 12/31/2015; $2,100,000
San Francisco County; 400 Beale Street #1407; San Francisco; 94105; 12/31/2015; $1,053,000
San Francisco County; 501 Crescent Avenue; San Francisco; 94110; 12/31/2015; $870,000
San Francisco County; 961 San Bruno Avenue; San Francisco; 94110; 12/31/2015; $980,000
San Francisco County; 1055 Lombard Street #C; San Francisco; 94109; 12/31/2015; $2,195,000
San Francisco County; 2394 48th Avenue; San Francisco; 94116; 12/31/2015; $1,100,000
San Francisco County; 4855 17th Street; San Francisco; 94117; 12/31/2015; $850,000
San Francisco County; 591 27th Avenue; San Francisco; 94121; 12/31/2015; $897,000
San Francisco County; 520 El Camino Del Mar; San Francisco; 94121; 12/31/2015; $6,100,000
San Francisco County; 4116 Moraga Street; San Francisco; 94122; 12/30/2015; $655,000
San Francisco County; 1101 Clement Street; San Francisco; 94118; 12/30/2015; $755,000
San Francisco County; 445 Persia Avenue; San Francisco; 94112; 12/30/2015; $950,000
San Francisco County; 1145 Cayuga Avenue; San Francisco; 94112; 12/30/2015; $1,050,000
San Francisco County; 270 Nevada Street; San Francisco; 94110; 12/30/2015; $2,075,000
San Francisco County; 1988 Alemany Boulevard; San Francisco; 94112; 12/30/2015; $860,000
San Francisco County; 3500 19th Street #207; San Francisco; 94110; 12/30/2015; $1,730,000
San Francisco County; 355 1st Street #1602; San Francisco; 94105; 12/30/2015; $1,500,000
San Francisco County; 2250 24th Street #319; San Francisco; 94107; 12/30/2015; $675,000
San Francisco County; 638 19th Street #10; San Francisco; 94107; 12/30/2015; $1,525,000
San Francisco County; 355 1st Street #1503; San Francisco; 94105; 12/30/2015; $1,124,500
San Francisco County; 1400 Mission Street #1104; San Francisco; 94103; 12/30/2015; $302,000
San Francisco County; 181 Ofarrell Street #514; San Francisco; 94102; 12/30/2015; $978,000
San Francisco County; 718 Long Bridge Street #1301; San Francisco; 94158; 12/30/2015; $1,361,000
San Francisco County; 718 Long Bridge Street #902; San Francisco; 94158; 12/30/2015; $1,401,500
San Francisco County; 738 Long Bridge Street #813; San Francisco; 94158; 12/30/2015; $1,408,500
San Francisco County; 718 Long Bridge Street #1302; San Francisco; 94158; 12/30/2015; $1,551,500
San Francisco County; 650 Broderick Street; San Francisco; 94117; 12/30/2015; $1,800,000
San Francisco County; 451 Donahue Street #3209; San Francisco; 94124; 12/30/2015; $170,000
San Francisco County; 82 Malta Drive; San Francisco; 94131; 12/30/2015; $1,700,000
San Francisco County; 1915 Diamond Street; San Francisco; 94131; 12/30/2015; $1,800,000
San Francisco County; 547 Oak Park Drive; San Francisco; 94131; 12/30/2015; $1,669,000
San Francisco County; 95 Red Rock Way #202M; San Francisco; 94131; 12/30/2015; $670,000
San Francisco County; 159 Glenview Drive; San Francisco; 94131; 12/30/2015; $760,000
San Francisco County; 1630 30th Avenue; San Francisco; 94122; 12/30/2015; $1,008,000
San Francisco County; 496 Crestlake Drive; San Francisco; 94132; 12/30/2015; $1,600,000
San Francisco County; 1101 Pacific Avenue #302; San Francisco; 94133; 12/29/2015; $1,000,000
San Francisco County; 2333 Jones Street; San Francisco; 94133; 12/29/2015; $1,175,000
San Francisco County; 155 Summit Way; San Francisco; 94132; 12/29/2015; $1,362,000
San Francisco County; 1015 Goettingen Street; San Francisco; 94134; 12/29/2015; $880,000
San Francisco County; 151 Everglade Drive; San Francisco; 94132; 12/29/2015; $1,400,000
San Francisco County; 718 Long Bridge Street #1201; San Francisco; 94158; 12/29/2015; $1,339,500
San Francisco County; 738 Long Bridge Street #1009; San Francisco; 94158; 12/29/2015; $2,205,500
San Francisco County; 718 Long Bridge Street #1603; San Francisco; 94158; 12/29/2015; $2,366,500
San Francisco County; 1110 4th Street; San Francisco; 94158; 12/29/2015; $2,778,500
San Francisco County; 738 Long Bridge Street #1008; San Francisco; 94158; 12/29/2015; $1,434,000
San Francisco County; 718 Long Bridge Street #1202; San Francisco; 94158; 12/29/2015; $1,498,000
San Francisco County; 738 Long Bridge Street #1007; San Francisco; 94158; 12/29/2015; $1,793,000
San Francisco County; 430 Mangels Avenue; San Francisco; 94127; 12/29/2015; $1,100,000
San Francisco County; 179 Flood Avenue; San Francisco; 94131; 12/29/2015; $1,538,000
San Francisco County; 1400 Mission Street #1208; San Francisco; 94103; 12/29/2015; $268,500
San Francisco County; 1400 Mission Street #702; San Francisco; 94103; 12/29/2015; $327,500
San Francisco County; 201 Harrison Street #407; San Francisco; 94105; 12/29/2015; $525,000
San Francisco County; 81 Lansing Street #410; San Francisco; 94105; 12/29/2015; $778,000
San Francisco County; 333 Beale Street #8E; San Francisco; 94105; 12/29/2015; $2,331,000
San Francisco County; 333 Beale Street #2D; San Francisco; 94105; 12/29/2015; $985,000
San Francisco County; 1177 California Street #423; San Francisco; 94108; 12/29/2015; $738,000
San Francisco County; 2311 Scott Street #1; San Francisco; 94115; 12/29/2015; $2,720,000
San Francisco County; 66 Landers Street; San Francisco; 94114; 12/28/2015; $1,900,000
San Francisco County; 400 Beale Street #2506; San Francisco; 94105; 12/28/2015; $1,198,000
San Francisco County; 1215 20th Avenue #IT1; San Francisco; 94122; 12/28/2015; $1,100,000
San Francisco County; 738 Long Bridge Street #810; San Francisco; 94158; 12/28/2015; $1,392,000
San Francisco County; 738 Long Bridge Street #817; San Francisco; 94158; 12/28/2015; $1,408,000
San Francisco County; 718 Long Bridge Street #416; San Francisco; 94158; 12/28/2015; $1,288,500
San Francisco County; 738 Long Bridge Street #914; San Francisco; 94158; 12/28/2015; $1,134,000
San Francisco County; 153 Summit Way; San Francisco; 94132; 12/28/2015; $1,368,000
San Francisco County; 151 Summit Way; San Francisco; 94132; 12/28/2015; $1,371,500
San Francisco County; 718 Long Bridge Street #1005; San Francisco; 94158; 12/28/2015; $1,754,000
San Francisco County; 738 Long Bridge Street #1506; San Francisco; 94158; 12/24/2015; $1,896,500
San Francisco County; 1667 34th Avenue; San Francisco; 94122; 12/24/2015; $1,050,000
San Francisco County; 382 Surrey Street; San Francisco; 94131; 12/24/2015; $1,900,000
San Francisco County; 333 Beale Street #6A; San Francisco; 94105; 12/24/2015; $1,088,000
San Francisco County; 1400 Mission Street #906; San Francisco; 94103; 12/24/2015; $269,000
San Francisco County; 2801 Jackson Street #12; San Francisco; 94115; 12/24/2015; $1,418,000
San Francisco County; 1408 31st Avenue #209; San Francisco; 94122; 12/24/2015; $749,000
San Francisco County; 2283 24th Avenue; San Francisco; 94116; 12/24/2015; $1,625,000
San Francisco County; 1442 Grove Street #A; San Francisco; 94117; 12/24/2015; $675,000
San Francisco County; 1001 Pine Street #801; San Francisco; 94109; 12/24/2015; $650,000
San Francisco County; 178 Jules Avenue; San Francisco; 94112; 12/24/2015; $821,500
San Francisco County; 322 Flood Avenue; San Francisco; 94112; 12/24/2015; $850,000
San Francisco County; 1 Hawthorne Street #22E; San Francisco; 94105; 12/24/2015; $1,550,000
San Francisco County; 333 Beale Street #6B; San Francisco; 94105; 12/23/2015; $1,550,000
San Francisco County; 338 Spear Street #39A; San Francisco; 94105; 12/23/2015; $2,750,000
San Francisco County; 1562 22nd Street; San Francisco; 94107; 12/23/2015; $1,665,000
San Francisco County; 72 Townsend Street #301; San Francisco; 94107; 12/23/2015; $999,000
San Francisco County; 219 Brannan Street #1B; San Francisco; 94107; 12/23/2015; $1,098,000
San Francisco County; 2670 San Jose Avenue; San Francisco; 94112; 12/23/2015; $756,000
San Francisco County; 1268 Lombard Street #2; San Francisco; 94109; 12/23/2015; $3,195,000
San Francisco County; 977 Guerrero Street; San Francisco; 94110; 12/23/2015; $2,000,000
San Francisco County; 2195 28th Avenue; San Francisco; 94116; 12/23/2015; $1,350,000
San Francisco County; 424 Taraval Street; San Francisco; 94116; 12/23/2015; $1,374,000
San Francisco County; 2287 43rd Avenue; San Francisco; 94116; 12/23/2015; $968,000
San Francisco County; 2920 Anza Street; San Francisco; 94121; 12/23/2015; $310,000
San Francisco County; 78 22nd Avenue; San Francisco; 94121; 12/23/2015; $4,300,000
San Francisco County; 1059 Noe Street; San Francisco; 94114; 12/23/2015; $2,495,000
San Francisco County; 1310 Scott Street #40; San Francisco; 94115; 12/23/2015; $958,000
San Francisco County; 83 Seward Street; San Francisco; 94114; 12/23/2015; $2,100,000
San Francisco County; 46 Sanchez Street; San Francisco; 94114; 12/23/2015; $1,700,000
San Francisco County; 2 Northwood Drive; San Francisco; 94112; 12/23/2015; $1,800,000
San Francisco County; 1400 Mission Street #1305; San Francisco; 94103; 12/23/2015; $268,500
San Francisco County; 338 Spear Street #4C; San Francisco; 94105; 12/23/2015; $949,000
San Francisco County; 83 Lafayette Street #4; San Francisco; 94103; 12/23/2015; $760,000
San Francisco County; 74 Newburg Street; San Francisco; 94131; 12/23/2015; $2,250,000
San Francisco County; 1381 Sanchez Street; San Francisco; 94131; 12/23/2015; $2,600,000
San Francisco County; 170 Summit Way; San Francisco; 94132; 12/23/2015; $1,036,500
San Francisco County; 567 27th Street #3; San Francisco; 94131; 12/23/2015; $1,400,000
San Francisco County; 1454 Church Street; San Francisco; 94131; 12/23/2015; $1,510,000
San Francisco County; 646 Los Palmos Drive; San Francisco; 94127; 12/23/2015; $1,360,000
San Francisco County; 1727 29th Avenue; San Francisco; 94122; 12/23/2015; $1,880,000
San Francisco County; 1231 Bosworth Street; San Francisco; 94131; 12/23/2015; $899,000
San Francisco County; 1459 Thomas Avenue; San Francisco; 94124; 12/23/2015; $655,000
San Francisco County; 146 Avila Street; San Francisco; 94123; 12/23/2015; $3,025,000
San Francisco County; 451 Donahue Street #410; San Francisco; 94124; 12/23/2015; $166,000
San Francisco County; 5800 3rd Street #1401; San Francisco; 94124; 12/23/2015; $585,000
San Francisco County; 738 Long Bridge Street #912; San Francisco; 94158; 12/23/2015; $1,993,500
San Francisco County; 738 Long Bridge Street #614; San Francisco; 94158; 12/23/2015; $1,891,000
San Francisco County; 718 Long Bridge Street #1505; San Francisco; 94158; 12/23/2015; $1,891,500
San Francisco County; 718 Long Bridge Street #1502; San Francisco; 94158; 12/23/2015; $1,614,500
San Francisco County; 738 Long Bridge Street #1011; San Francisco; 94158; 12/23/2015; $911,000
San Francisco County; 738 Long Bridge Street #305; San Francisco; 94158; 12/22/2015; $1,127,500
San Francisco County; 738 Long Bridge Street #909; San Francisco; 94158; 12/22/2015; $1,199,000
San Francisco County; 738 Long Bridge Street #710; San Francisco; 94158; 12/22/2015; $1,379,000
San Francisco County; 87 Clearfield Drive; San Francisco; 94132; 12/22/2015; $1,360,000
San Francisco County; 51 Peabody Street; San Francisco; 94134; 12/22/2015; $588,000
San Francisco County; 718 Long Bridge Street #1100; San Francisco; 94158; 12/22/2015; $1,411,000
San Francisco County; 718 Long Bridge Street #804; San Francisco; 94158; 12/22/2015; $1,435,000
San Francisco County; 6 Longview Court; San Francisco; 94131; 12/22/2015; $955,000
San Francisco County; 3835 Scott Street #105; San Francisco; 94123; 12/22/2015; $1,125,000
San Francisco County; 2845 Noriega Street; San Francisco; 94122; 12/22/2015; $1,230,000
San Francisco County; 232 Bemis Street; San Francisco; 94131; 12/22/2015; $1,085,000
San Francisco County; 49 Christopher Drive; San Francisco; 94131; 12/22/2015; $1,238,500
San Francisco County; 61 Waterville Street; San Francisco; 94124; 12/22/2015; $768,000
San Francisco County; 172 Summit Way; San Francisco; 94132; 12/22/2015; $1,093,000
San Francisco County; 1750 Folsom Street; San Francisco; 94103; 12/22/2015; $1,100,000
San Francisco County; 318 Main Street #7E; San Francisco; 94105; 12/22/2015; $1,250,000
San Francisco County; 425 1st Street #802; San Francisco; 94105; 12/22/2015; $1,340,000
San Francisco County; 333 Beale Street #7I; San Francisco; 94105; 12/22/2015; $1,395,000
San Francisco County; 333 Beale Street #7J; San Francisco; 94105; 12/22/2015; $1,395,000
San Francisco County; 4647 25th Street; San Francisco; 94114; 12/22/2015; $1,450,000
San Francisco County; 1127 Polk Street #1101; San Francisco; 94109; 12/22/2015; $2,170,000
San Francisco County; 350 Eureka Street; San Francisco; 94114; 12/22/2015; $2,400,000
San Francisco County; 1880 Steiner Street #101; San Francisco; 94115; 12/22/2015; $1,350,000
San Francisco County; 3100 Washington Street #6; San Francisco; 94115; 12/22/2015; $825,000
San Francisco County; 3016 Sacramento Street; San Francisco; 94115; 12/22/2015; $1,853,000
San Francisco County; 1962 23rd Avenue; San Francisco; 94116; 12/22/2015; $800,000
San Francisco County; 2007 46th Avenue; San Francisco; 94116; 12/22/2015; $905,000
San Francisco County; 2555 28th Avenue; San Francisco; 94116; 12/22/2015; $1,010,000
San Francisco County; 1043 Clayton Street; San Francisco; 94117; 12/22/2015; $1,205,000
San Francisco County; 790 7th Avenue #104; San Francisco; 94118; 12/22/2015; $600,000
San Francisco County; 310 Carolina Street #207; San Francisco; 94107; 12/22/2015; $1,365,000
San Francisco County; 310 Carolina Street #202; San Francisco; 94107; 12/22/2015; $1,149,000
San Francisco County; 456 Kansas Street; San Francisco; 94107; 12/22/2015; $1,750,000
San Francisco County; 730 Tennessee Street; San Francisco; 94107; 12/22/2015; $2,900,000
San Francisco County; 767 Bryant Street #407; San Francisco; 94107; 12/22/2015; $769,000
San Francisco County; 333 Beale Street #6G; San Francisco; 94105; 12/22/2015; $1,795,000
San Francisco County; 2107 24th Street; San Francisco; 94107; 12/21/2015; $1,213,500
San Francisco County; 66 Cleary Court #1408; San Francisco; 94109; 12/21/2015; $895,000
San Francisco County; 130 Vienna Street; San Francisco; 94112; 12/21/2015; $950,000
San Francisco County; 1858 47th Avenue; San Francisco; 94122; 12/21/2015; $895,000
San Francisco County; 38 Bryant Street #606; San Francisco; 94105; 12/21/2015; $650,000
San Francisco County; 23 Rodgers Street; San Francisco; 94103; 12/21/2015; $625,000
San Francisco County; 3001 Castro Street; San Francisco; 94131; 12/21/2015; $1,695,000
San Francisco County; 8400 Oceanview Terrace #218; San Francisco; 94132; 12/21/2015; $542,000
San Francisco County; 59 Rico Way; San Francisco; 94123; 12/21/2015; $2,550,000
San Francisco County; 1554 Van Dyke Avenue; San Francisco; 94124; 12/21/2015; $700,000
San Francisco County; 738 Long Bridge Street #712; San Francisco; 94158; 12/18/2015; $1,872,000
San Francisco County; 718 Long Bridge Street #1103; San Francisco; 94158; 12/18/2015; $2,298,000
San Francisco County; 718 Long Bridge Street #419; San Francisco; 94158; 12/18/2015; $1,301,000
San Francisco County; 738 Long Bridge Street #910; San Francisco; 94158; 12/18/2015; $1,420,000
San Francisco County; 435 China Basin Street #619; San Francisco; 94158; 12/18/2015; $1,490,000
San Francisco County; 1574 Shafter Avenue; San Francisco; 94124; 12/18/2015; $400,000
San Francisco County; 27 Gaviota Way; San Francisco; 94127; 12/18/2015; $1,750,000
San Francisco County; 5 Red Rock Way #75; San Francisco; 94131; 12/18/2015; $900,000
San Francisco County; 227 Delta Street; San Francisco; 94134; 12/18/2015; $642,000
San Francisco County; 156 Mary Teresa Street; San Francisco; 94134; 12/18/2015; $800,000
San Francisco County; 558 Brussels Street; San Francisco; 94134; 12/18/2015; $1,000,000
San Francisco County; 131 Brussels Street; San Francisco; 94134; 12/18/2015; $1,255,000
San Francisco County; 718 Long Bridge Street #301; San Francisco; 94158; 12/18/2015; $818,000
San Francisco County; 738 Long Bridge Street #208; San Francisco; 94158; 12/18/2015; $1,280,500
San Francisco County; 601 Van Ness Avenue #78; San Francisco; 94102; 12/18/2015; $810,000
San Francisco County; 1400 Mission Street #1102; San Francisco; 94103; 12/18/2015; $269,000
San Francisco County; 270 Valencia Street #503; San Francisco; 94103; 12/18/2015; $890,000
San Francisco County; 333 Beale Street #6F; San Francisco; 94105; 12/18/2015; $960,000
San Francisco County; 333 Beale Street #8B; San Francisco; 94105; 12/18/2015; $1,795,000
San Francisco County; 1177 California Street #702; San Francisco; 94108; 12/18/2015; $665,000
San Francisco County; 946 Stockton Street #6B; San Francisco; 94108; 12/18/2015; $775,000
San Francisco County; 1438 Green Street #5A; San Francisco; 94109; 12/18/2015; $1,278,000
San Francisco County; 1080 Sutter Street #1001; San Francisco; 94109; 12/18/2015; $1,450,000
San Francisco County; 249 Mullen Avenue; San Francisco; 94110; 12/18/2015; $1,025,000
San Francisco County; 157 Winfield Street; San Francisco; 94110; 12/18/2015; $1,150,000
San Francisco County; 1049 Dolores Street #4; San Francisco; 94110; 12/18/2015; $1,266,000
San Francisco County; 631 Ofarrell Street #816; San Francisco; 94109; 12/18/2015; $485,000
San Francisco County; 56 Restani Way; San Francisco; 94112; 12/18/2015; $810,000
San Francisco County; 221 Flood Avenue; San Francisco; 94112; 12/18/2015; $1,405,000
San Francisco County; 4 Ord Court; San Francisco; 94114; 12/18/2015; $1,525,000
San Francisco County; 533 Elizabeth Street; San Francisco; 94114; 12/18/2015; $1,880,000
San Francisco County; 419 Hill Street; San Francisco; 94114; 12/18/2015; $2,500,000
San Francisco County; 2559 44th Avenue; San Francisco; 94116; 12/18/2015; $625,000
San Francisco County; 2178 22nd Avenue; San Francisco; 94116; 12/18/2015; $1,438,000
San Francisco County; 763 Page Street; San Francisco; 94117; 12/18/2015; $2,025,000
San Francisco County; 3 Lupine Avenue; San Francisco; 94118; 12/18/2015; $1,750,000
San Francisco County; 801 42nd Avenue; San Francisco; 94121; 12/18/2015; $1,460,000
San Francisco County; 505 32nd Avenue; San Francisco; 94121; 12/18/2015; $1,465,000
San Francisco County; 1700 14th Avenue; San Francisco; 94122; 12/18/2015; $760,000
San Francisco County; 1394 34th Avenue; San Francisco; 94122; 12/18/2015; $1,240,000
San Francisco County; 1343 31st Avenue; San Francisco; 94122; 12/18/2015; $1,250,000
San Francisco County; 2601 Lawton Street; San Francisco; 94122; 12/18/2015; $1,250,000
San Francisco County; 1440 La Playa Street; San Francisco; 94122; 12/18/2015; $1,303,500
San Francisco County; 2953 Broderick Street; San Francisco; 94123; 12/18/2015; $3,000,000
San Francisco County; 2179 Quesada Avenue; San Francisco; 94124; 12/17/2015; $220,000
San Francisco County; 1251 2nd Avenue; San Francisco; 94122; 12/17/2015; $1,600,000
