county; address; city; zip; sale_date; price
San Francisco County; 89 Summit Way; San Francisco; 94132; 5/22/2015; $1,400,000
San Francisco County; 1 Crescent Way #1216; San Francisco; 94134; 5/22/2015; $529,000
San Francisco County; 967 Dwight Street; San Francisco; 94134; 5/22/2015; $665,000
San Francisco County; 2120 24th Street #6; San Francisco; 94107; 5/22/2015; $590,000
San Francisco County; 88 Townsend Street #205; San Francisco; 94107; 5/22/2015; $715,000
San Francisco County; 1325 Indiana Street #311; San Francisco; 94107; 5/22/2015; $920,000
San Francisco County; 650 De Haro Street; San Francisco; 94107; 5/22/2015; $1,000,000
San Francisco County; 660 De Haro Street; San Francisco; 94107; 5/22/2015; $1,000,000
San Francisco County; 333 Bush Street #3705; San Francisco; 94104; 5/22/2015; $2,263,000
San Francisco County; 355 1st Street #S408; San Francisco; 94105; 5/22/2015; $755,000
San Francisco County; 8 Octavia Street #801; San Francisco; 94102; 5/22/2015; $1,320,000
San Francisco County; 417 Mississippi Street; San Francisco; 94107; 5/22/2015; $1,750,000
San Francisco County; 1 Bluxome Street #210; San Francisco; 94107; 5/22/2015; $1,770,000
San Francisco County; 1177 California Street #430; San Francisco; 94108; 5/22/2015; $562,500
San Francisco County; 566 South Van Ness Avenue #11; San Francisco; 94110; 5/22/2015; $950,000
San Francisco County; 29 Bradford Street; San Francisco; 94110; 5/22/2015; $1,100,000
San Francisco County; 6 Godeus Street; San Francisco; 94110; 5/22/2015; $1,400,000
San Francisco County; 2740 Folsom Street; San Francisco; 94110; 5/22/2015; $1,425,000
San Francisco County; 26 Roosevelt Way; San Francisco; 94114; 5/22/2015; $1,505,000
San Francisco County; 323 Church Street; San Francisco; 94114; 5/22/2015; $1,525,000
San Francisco County; 321 Church Street; San Francisco; 94114; 5/22/2015; $1,700,000
San Francisco County; 3808 21st Street; San Francisco; 94114; 5/22/2015; $2,000,000
San Francisco County; 46 Mars Street; San Francisco; 94114; 5/22/2015; $975,000
San Francisco County; 54 Saturn Street; San Francisco; 94114; 5/22/2015; $1,100,000
San Francisco County; 20 Cotter Street; San Francisco; 94112; 5/22/2015; $1,300,000
San Francisco County; 210 Maynard Street; San Francisco; 94112; 5/22/2015; $1,400,000
San Francisco County; 2600 18th Street #20; San Francisco; 94110; 5/22/2015; $1,500,000
San Francisco County; 892 Guerrero Street; San Francisco; 94110; 5/22/2015; $1,950,000
San Francisco County; 3134 Jackson Street; San Francisco; 94115; 5/22/2015; $7,050,000
San Francisco County; 2031 47th Avenue; San Francisco; 94116; 5/22/2015; $890,000
San Francisco County; 2227 35th Avenue; San Francisco; 94116; 5/22/2015; $950,000
San Francisco County; 1925 48th Avenue; San Francisco; 94116; 5/22/2015; $1,000,000
San Francisco County; 1916 15th Avenue; San Francisco; 94116; 5/22/2015; $1,400,000
San Francisco County; 73 Grattan Street; San Francisco; 94117; 5/22/2015; $900,000
San Francisco County; 423 31st Avenue; San Francisco; 94121; 5/22/2015; $1,762,000
San Francisco County; 797 35th Avenue; San Francisco; 94121; 5/22/2015; $1,600,000
San Francisco County; 1907 Page Street; San Francisco; 94117; 5/21/2015; $1,475,000
San Francisco County; 283 12th Avenue; San Francisco; 94118; 5/21/2015; $2,380,000
San Francisco County; 2323 Funston Avenue; San Francisco; 94116; 5/21/2015; $1,430,000
San Francisco County; 19 Foerster Street; San Francisco; 94112; 5/21/2015; $1,136,000
San Francisco County; 242 Corbett Avenue; San Francisco; 94114; 5/21/2015; $1,610,000
San Francisco County; 2121 Laguna Street #600; San Francisco; 94115; 5/21/2015; $1,150,000
San Francisco County; 48 Peralta Avenue; San Francisco; 94110; 5/21/2015; $1,200,000
San Francisco County; 32 Elsie Street #A; San Francisco; 94110; 5/21/2015; $1,250,000
San Francisco County; 1810 Polk Street #2; San Francisco; 94109; 5/21/2015; $832,500
San Francisco County; 1554 Market Street; San Francisco; 94102; 5/21/2015; $5,750,000
San Francisco County; 1097 Howard Street #103; San Francisco; 94103; 5/21/2015; $700,000
San Francisco County; 338 Spear Street #21G; San Francisco; 94105; 5/21/2015; $1,125,000
San Francisco County; 155 Harriet Street #12; San Francisco; 94103; 5/21/2015; $890,000
San Francisco County; 49 Zoe Street #8; San Francisco; 94107; 5/21/2015; $760,000
San Francisco County; 853 Lombard Street; San Francisco; 94133; 5/21/2015; $3,280,000
San Francisco County; 300 Berry Street #818; San Francisco; 94158; 5/21/2015; $785,000
San Francisco County; 69 Summit Way; San Francisco; 94132; 5/21/2015; $1,430,000
San Francisco County; 87 Summit Way; San Francisco; 94132; 5/21/2015; $1,345,500
San Francisco County; 1827 41st Avenue; San Francisco; 94122; 5/21/2015; $1,180,000
San Francisco County; 1874 31st Avenue; San Francisco; 94122; 5/21/2015; $1,368,000
San Francisco County; 1445 14th Avenue; San Francisco; 94122; 5/20/2015; $1,475,000
San Francisco County; 1750 19th Avenue; San Francisco; 94122; 5/20/2015; $840,000
San Francisco County; 218 28th Street; San Francisco; 94131; 5/20/2015; $1,275,000
San Francisco County; 260 King Street #515; San Francisco; 94107; 5/20/2015; $788,000
San Francisco County; 1160 Mission Street #2305; San Francisco; 94103; 5/20/2015; $785,000
San Francisco County; 66 Cleary Court #306; San Francisco; 94109; 5/20/2015; $830,000
San Francisco County; 1170 Sacramento Street #15B; San Francisco; 94108; 5/20/2015; $3,850,000
San Francisco County; 1118 Eddy Street #D; San Francisco; 94109; 5/20/2015; $716,000
San Francisco County; 105 29th Street; San Francisco; 94110; 5/20/2015; $1,300,000
San Francisco County; 512 Nevada Street; San Francisco; 94110; 5/20/2015; $875,000
San Francisco County; 725 Florida Street #11; San Francisco; 94110; 5/20/2015; $725,000
San Francisco County; 156 Noe Street; San Francisco; 94114; 5/20/2015; $1,450,000
San Francisco County; 465 Bartlett Street; San Francisco; 94110; 5/20/2015; $2,950,000
San Francisco County; 240 Lombard Street #331; San Francisco; 94111; 5/20/2015; $535,000
San Francisco County; 270 Curtis Street; San Francisco; 94112; 5/20/2015; $1,100,000
San Francisco County; 2686 35th Avenue; San Francisco; 94116; 5/20/2015; $1,100,000
San Francisco County; 2250 14th Avenue; San Francisco; 94116; 5/20/2015; $1,370,000
San Francisco County; 2305 Scott Street; San Francisco; 94115; 5/20/2015; $4,997,500
San Francisco County; 25 Tamalpais Terrace; San Francisco; 94118; 5/20/2015; $2,600,000
San Francisco County; 24 Presidio Terrace; San Francisco; 94118; 5/20/2015; $8,000,000
San Francisco County; 59 Castillo Street; San Francisco; 94134; 5/19/2015; $850,100
San Francisco County; 987 Mission Street; San Francisco; 94103; 5/19/2015; $2,500,000
San Francisco County; 415 De Haro Street #303; San Francisco; 94107; 5/19/2015; $272,500
San Francisco County; 260 King Street #473; San Francisco; 94107; 5/19/2015; $1,060,000
San Francisco County; 555 4th Street #804; San Francisco; 94107; 5/19/2015; $1,070,000
San Francisco County; 88 King Street #719; San Francisco; 94107; 5/19/2015; $1,400,000
San Francisco County; 555 4th Street #839; San Francisco; 94107; 5/19/2015; $1,500,000
San Francisco County; 608 Missouri Street #B; San Francisco; 94107; 5/19/2015; $1,710,000
San Francisco County; 818 Van Ness Avenue #307; San Francisco; 94109; 5/19/2015; $1,100,000
San Francisco County; 1181 Filbert Street; San Francisco; 94109; 5/19/2015; $1,345,000
San Francisco County; 3272 20th Street; San Francisco; 94110; 5/19/2015; $1,285,000
San Francisco County; 930 Shotwell Street; San Francisco; 94110; 5/19/2015; $2,275,000
San Francisco County; 548 Shotwell Street; San Francisco; 94110; 5/19/2015; $3,100,000
San Francisco County; 316 Grafton Avenue; San Francisco; 94112; 5/19/2015; $685,000
San Francisco County; 65 Greenwood Avenue; San Francisco; 94112; 5/19/2015; $1,200,000
San Francisco County; 346 Roosevelt Way; San Francisco; 94114; 5/19/2015; $1,781,000
San Francisco County; 942 Noe Street; San Francisco; 94114; 5/19/2015; $2,050,000
San Francisco County; 736 Lyon Street; San Francisco; 94115; 5/19/2015; $1,620,000
San Francisco County; 2909 Jackson Street; San Francisco; 94115; 5/19/2015; $1,950,000
San Francisco County; 1970 44th Avenue; San Francisco; 94116; 5/19/2015; $700,000
San Francisco County; 134 Taraval Street; San Francisco; 94116; 5/19/2015; $2,510,000
San Francisco County; 1235 Masonic Avenue; San Francisco; 94117; 5/19/2015; $1,500,000
San Francisco County; 188 Collins Street; San Francisco; 94118; 5/19/2015; $2,100,000
San Francisco County; 1766 44th Avenue; San Francisco; 94122; 5/19/2015; $942,000
San Francisco County; 3701 Divisadero Street #203; San Francisco; 94123; 5/19/2015; $905,000
San Francisco County; 599 Donahue Street; San Francisco; 94124; 5/19/2015; $908,500
San Francisco County; 50 Circular Avenue; San Francisco; 94131; 5/19/2015; $797,000
San Francisco County; 305 30th Street; San Francisco; 94131; 5/19/2015; $1,075,000
San Francisco County; 62 Sussex Street; San Francisco; 94131; 5/19/2015; $2,262,000
San Francisco County; 321 Duncan Street; San Francisco; 94131; 5/18/2015; $1,610,000
San Francisco County; 33 Allston Way; San Francisco; 94127; 5/18/2015; $1,800,000
San Francisco County; 1465 Oakdale Avenue; San Francisco; 94124; 5/18/2015; $599,000
San Francisco County; 18 Latona Street; San Francisco; 94124; 5/18/2015; $655,000
San Francisco County; 880 Pacheco Street; San Francisco; 94116; 5/18/2015; $3,850,000
San Francisco County; 79 Beaver Street; San Francisco; 94114; 5/18/2015; $1,302,000
San Francisco County; 335 Staples Avenue; San Francisco; 94112; 5/18/2015; $1,387,000
San Francisco County; 26 Ellert Street; San Francisco; 94110; 5/18/2015; $1,635,000
San Francisco County; 40 Hanover Street; San Francisco; 94112; 5/18/2015; $595,000
San Francisco County; 1269 Lombard Street #B; San Francisco; 94109; 5/18/2015; $2,880,000
San Francisco County; 238 Olive Street #402; San Francisco; 94109; 5/18/2015; $970,000
San Francisco County; 425 1st Street #5103; San Francisco; 94105; 5/18/2015; $2,600,000
San Francisco County; 729 Minna Street; San Francisco; 94103; 5/18/2015; $2,500,000
San Francisco County; 403 Main Street #304N; San Francisco; 94105; 5/18/2015; $575,100
San Francisco County; 73 Sumner Street #101; San Francisco; 94103; 5/18/2015; $1,627,500
San Francisco County; 435 China Basin Street #219; San Francisco; 94158; 5/18/2015; $1,575,000
San Francisco County; 435 China Basin Street #217; San Francisco; 94158; 5/15/2015; $925,000
San Francisco County; 1070 Green Street #1501; San Francisco; 94133; 5/15/2015; $6,875,000
San Francisco County; 230 Holyoke Street; San Francisco; 94134; 5/15/2015; $550,100
San Francisco County; 925 Goettingen Street; San Francisco; 94134; 5/15/2015; $570,000
San Francisco County; 201 Harrison Street #409; San Francisco; 94105; 5/15/2015; $899,000
San Francisco County; 274 Shipley Street; San Francisco; 94107; 5/15/2015; $424,000
San Francisco County; 333 Main Street #IT9G; San Francisco; 94105; 5/15/2015; $1,635,000
San Francisco County; 16 Jessie Street #303; San Francisco; 94105; 5/15/2015; $1,700,000
San Francisco County; 850 Minnesota Street #356; San Francisco; 94107; 5/15/2015; $891,000
San Francisco County; 38 Lusk Street #1; San Francisco; 94107; 5/15/2015; $1,800,000
San Francisco County; 1460 Broadway; San Francisco; 94109; 5/15/2015; $1,420,000
San Francisco County; 436 Bryant Street; San Francisco; 94107; 5/15/2015; $3,850,000
San Francisco County; 81 Frank Norris Street #404; San Francisco; 94109; 5/15/2015; $750,000
San Francisco County; 45 Bartlett Street #813; San Francisco; 94110; 5/15/2015; $695,000
San Francisco County; 910 Alabama Street; San Francisco; 94110; 5/15/2015; $1,060,000
San Francisco County; 45 Bartlett Street #605; San Francisco; 94110; 5/15/2015; $1,156,000
San Francisco County; 60 Sears Street; San Francisco; 94112; 5/15/2015; $540,000
San Francisco County; 2169 Folsom Street #M102; San Francisco; 94110; 5/15/2015; $1,402,000
San Francisco County; 268 Rutledge Street; San Francisco; 94110; 5/15/2015; $1,512,000
San Francisco County; 69 Ina Court; San Francisco; 94112; 5/15/2015; $807,000
San Francisco County; 1029 Douglass Street; San Francisco; 94114; 5/15/2015; $1,474,000
San Francisco County; 226 Roosevelt Way; San Francisco; 94114; 5/15/2015; $1,550,000
San Francisco County; 2417 15th Street; San Francisco; 94114; 5/15/2015; $1,680,000
San Francisco County; 4343 17th Street; San Francisco; 94114; 5/15/2015; $855,000
San Francisco County; 1228 Grove Street #1; San Francisco; 94117; 5/15/2015; $975,000
San Francisco County; 1918 Vicente Street; San Francisco; 94116; 5/15/2015; $740,000
San Francisco County; 2563 Divisadero Street; San Francisco; 94115; 5/15/2015; $31,000,000
San Francisco County; 1480 McAllister Street; San Francisco; 94115; 5/15/2015; $1,800,000
San Francisco County; 48 Ord Court; San Francisco; 94114; 5/15/2015; $1,225,000
San Francisco County; 1663 La Salle Avenue; San Francisco; 94124; 5/15/2015; $869,000
San Francisco County; 45 Cervantes Boulevard; San Francisco; 94123; 5/15/2015; $1,600,000
San Francisco County; 227 Cervantes Boulevard; San Francisco; 94123; 5/15/2015; $2,075,000
San Francisco County; 393 Melrose Avenue; San Francisco; 94127; 5/15/2015; $1,025,000
San Francisco County; 4040 Cabrillo Street; San Francisco; 94121; 5/15/2015; $1,500,000
San Francisco County; 586 19th Avenue; San Francisco; 94121; 5/15/2015; $1,833,000
San Francisco County; 2200 Sacramento Street #104; San Francisco; 94115; 5/15/2015; $1,000,000
San Francisco County; 1171 Oak Street #2; San Francisco; 94117; 5/15/2015; $1,069,000
San Francisco County; 100 Kensington Way; San Francisco; 94127; 5/15/2015; $2,005,000
San Francisco County; 34 Madrone Avenue; San Francisco; 94127; 5/15/2015; $2,200,000
San Francisco County; 50 Maywood Drive; San Francisco; 94127; 5/15/2015; $1,750,000
San Francisco County; 682 Clarendon Avenue; San Francisco; 94131; 5/15/2015; $950,000
San Francisco County; 1040 Chenery Street; San Francisco; 94131; 5/15/2015; $1,160,000
San Francisco County; 290 Chenery Street; San Francisco; 94131; 5/15/2015; $1,200,000
San Francisco County; 32 Woodhaven Court; San Francisco; 94131; 5/15/2015; $1,300,000
San Francisco County; 8200 Oceanview Terrace #103; San Francisco; 94132; 5/14/2015; $615,000
San Francisco County; 1283 6th Avenue; San Francisco; 94122; 5/14/2015; $2,855,000
San Francisco County; 1 Valletta Court #1; San Francisco; 94131; 5/14/2015; $849,000
San Francisco County; 1730 38th Avenue; San Francisco; 94122; 5/14/2015; $1,052,000
San Francisco County; 4085 20th Street; San Francisco; 94114; 5/14/2015; $4,500,000
San Francisco County; 12 Woodland Avenue #2; San Francisco; 94117; 5/14/2015; $1,057,000
San Francisco County; 423 Waller Street #7; San Francisco; 94117; 5/14/2015; $890,000
San Francisco County; 515 Webster Street; San Francisco; 94117; 5/14/2015; $1,668,000
San Francisco County; 513 8th Avenue; San Francisco; 94118; 5/14/2015; $1,325,000
San Francisco County; 4317 21st Street #3; San Francisco; 94114; 5/14/2015; $975,000
San Francisco County; 74 Montana Street; San Francisco; 94112; 5/14/2015; $688,000
San Francisco County; 130 Milton Street; San Francisco; 94112; 5/14/2015; $960,000
San Francisco County; 231 Naples Street; San Francisco; 94112; 5/14/2015; $650,000
San Francisco County; 3735 Cesar Chavez; San Francisco; 94110; 5/14/2015; $1,313,000
San Francisco County; 720 York Street #202; San Francisco; 94110; 5/14/2015; $860,000
San Francisco County; 290 San Carlos Street #2; San Francisco; 94110; 5/14/2015; $875,000
San Francisco County; 45 Bartlett Street #712; San Francisco; 94110; 5/14/2015; $670,000
San Francisco County; 1870 Jackson Street #201; San Francisco; 94109; 5/14/2015; $1,300,000
San Francisco County; 2212 23rd Street #2212; San Francisco; 94107; 5/14/2015; $1,126,000
San Francisco County; 167 Shipley Street; San Francisco; 94107; 5/14/2015; $828,000
San Francisco County; 1875 Mission Street #308; San Francisco; 94103; 5/14/2015; $675,000
San Francisco County; 8 Octavia Boulevard #606; San Francisco; 94188; 5/13/2015; $1,136,500
San Francisco County; 72 Ellis Street; San Francisco; 94102; 5/13/2015; $9,900,000
San Francisco County; 208 Harkness Avenue; San Francisco; 94134; 5/13/2015; $725,000
San Francisco County; 18 Lansing Street #201; San Francisco; 94105; 5/13/2015; $1,200,000
San Francisco County; 3145 Turk Boulevard #2; San Francisco; 94118; 5/13/2015; $1,468,000
San Francisco County; 2540 McAllister Street; San Francisco; 94118; 5/13/2015; $1,965,000
San Francisco County; 2715 Turk Boulevard; San Francisco; 94118; 5/13/2015; $2,100,000
San Francisco County; 1834 34th Avenue; San Francisco; 94122; 5/13/2015; $1,090,000
San Francisco County; 742 Myra Way; San Francisco; 94127; 5/13/2015; $1,313,000
San Francisco County; 376 Marietta Drive; San Francisco; 94127; 5/13/2015; $1,500,000
San Francisco County; 55 San Fernando Way; San Francisco; 94127; 5/13/2015; $3,100,000
San Francisco County; 414 Bryant Street; San Francisco; 94107; 5/13/2015; $2,050,000
San Francisco County; 855 Folsom Street #503; San Francisco; 94107; 5/13/2015; $1,575,000
San Francisco County; 1138 Green Street; San Francisco; 94109; 5/13/2015; $1,380,000
San Francisco County; 733 Front Street #208; San Francisco; 94111; 5/13/2015; $1,625,000
San Francisco County; 28 Harrington Street; San Francisco; 94112; 5/13/2015; $980,000
San Francisco County; 5016 Mission Street; San Francisco; 94112; 5/13/2015; $1,450,000
San Francisco County; 542 London Street; San Francisco; 94112; 5/13/2015; $950,000
San Francisco County; 2176 15th Street; San Francisco; 94114; 5/13/2015; $2,630,000
San Francisco County; 3145 Turk Boulevard #2; San Francisco; 94118; 5/13/2015; $1,468,000
San Francisco County; 2540 McAllister Street; San Francisco; 94118; 5/13/2015; $1,965,000
San Francisco County; 2110 41st Avenue; San Francisco; 94116; 5/13/2015; $850,000
San Francisco County; 1834 34th Avenue; San Francisco; 94122; 5/13/2015; $1,090,000
San Francisco County; 2715 Turk Boulevard; San Francisco; 94118; 5/13/2015; $2,100,000
San Francisco County; 742 Myra Way; San Francisco; 94127; 5/13/2015; $1,313,000
San Francisco County; 376 Marietta Drive; San Francisco; 94127; 5/13/2015; $1,500,000
San Francisco County; 55 San Fernando Way; San Francisco; 94127; 5/13/2015; $3,100,000
San Francisco County; 72 Ellis Street; San Francisco; 94102; 5/13/2015; $9,900,000
San Francisco County; 18 Lansing Street #201; San Francisco; 94105; 5/13/2015; $1,200,000
San Francisco County; 855 Folsom Street #503; San Francisco; 94107; 5/13/2015; $1,575,000
San Francisco County; 414 Bryant Street; San Francisco; 94107; 5/13/2015; $2,050,000
San Francisco County; 1138 Green Street; San Francisco; 94109; 5/13/2015; $1,380,000
San Francisco County; 733 Front Street #208; San Francisco; 94111; 5/13/2015; $1,625,000
San Francisco County; 542 London Street; San Francisco; 94112; 5/13/2015; $950,000
San Francisco County; 28 Harrington Street; San Francisco; 94112; 5/13/2015; $980,000
San Francisco County; 5016 Mission Street; San Francisco; 94112; 5/13/2015; $1,450,000
San Francisco County; 2176 15th Street; San Francisco; 94114; 5/13/2015; $2,630,000
San Francisco County; 2110 41st Avenue; San Francisco; 94116; 5/13/2015; $850,000
San Francisco County; 208 Harkness Avenue; San Francisco; 94134; 5/13/2015; $725,000
San Francisco County; 8 Octavia Boulevard #606; San Francisco; 94188; 5/13/2015; $1,136,500
San Francisco County; 1664 Grove Street; San Francisco; 94117; 5/12/2015; $1,302,500
San Francisco County; 919 Fulton Street; San Francisco; 94117; 5/12/2015; $1,425,000
San Francisco County; 737 Lisbon Street; San Francisco; 94112; 5/12/2015; $752,000
San Francisco County; 18 Colonial Way #9; San Francisco; 94112; 5/12/2015; $900,000
San Francisco County; 544 Hill Street; San Francisco; 94114; 5/12/2015; $4,000,000
San Francisco County; 2006 Broderick Street #2; San Francisco; 94115; 5/12/2015; $730,000
San Francisco County; 3852 19th Street #A; San Francisco; 94114; 5/12/2015; $481,500
San Francisco County; 220 Corbett Avenue; San Francisco; 94114; 5/12/2015; $1,120,000
San Francisco County; 34 Landers Street; San Francisco; 94114; 5/12/2015; $1,275,000
San Francisco County; 1950 15th Street; San Francisco; 94114; 5/12/2015; $1,440,000
San Francisco County; 853 Peralta Avenue; San Francisco; 94110; 5/12/2015; $1,750,000
San Francisco County; 1100 Dolores Street; San Francisco; 94110; 5/12/2015; $1,808,000
San Francisco County; 3407 Folsom Street #V; San Francisco; 94110; 5/12/2015; $3,150,000
San Francisco County; 821 Folsom Street #110; San Francisco; 94107; 5/12/2015; $870,000
San Francisco County; 260 King Street #903; San Francisco; 94107; 5/12/2015; $1,266,000
San Francisco County; 900 Bush Street #405; San Francisco; 94109; 5/12/2015; $575,000
San Francisco County; 545 Leavenworth Street #7; San Francisco; 94109; 5/12/2015; $850,000
San Francisco County; 246 2nd Street #1504; San Francisco; 94105; 5/12/2015; $2,001,000
San Francisco County; 336 28th Street; San Francisco; 94131; 5/12/2015; $1,875,000
San Francisco County; 708 27th Street; San Francisco; 94131; 5/12/2015; $2,700,000
San Francisco County; 290 Arch Street; San Francisco; 94132; 5/12/2015; $650,000
San Francisco County; 335 Juanita Way; San Francisco; 94127; 5/12/2015; $1,638,000
San Francisco County; 1946 Lombard Street; San Francisco; 94123; 5/12/2015; $1,900,000
San Francisco County; 1254 40th Avenue; San Francisco; 94122; 5/12/2015; $550,000
San Francisco County; 647 14th Avenue; San Francisco; 94118; 5/12/2015; $3,315,000
San Francisco County; 73 Summit Way; San Francisco; 94132; 5/12/2015; $1,470,000
San Francisco County; 804 Red Leaf Court; San Francisco; 94134; 5/11/2015; $466,000
San Francisco County; 31 Ervine Street; San Francisco; 94134; 5/11/2015; $800,000
San Francisco County; 325 Berry Street #419; San Francisco; 94158; 5/11/2015; $1,025,000
San Francisco County; 174 26th Avenue; San Francisco; 94121; 5/11/2015; $3,600,000
San Francisco County; 1262 46th Avenue; San Francisco; 94122; 5/11/2015; $875,000
San Francisco County; 1606 22nd Avenue; San Francisco; 94122; 5/11/2015; $1,662,000
San Francisco County; 250 Friedell Street; San Francisco; 94124; 5/11/2015; $671,000
San Francisco County; 309 Summit Way; San Francisco; 94132; 5/11/2015; $1,450,000
San Francisco County; 301 Mission Street #301; San Francisco; 94105; 5/11/2015; $3,600,000
San Francisco County; 1875 Mission Street #208; San Francisco; 94103; 5/11/2015; $625,000
San Francisco County; 255 Clinton Park; San Francisco; 94103; 5/11/2015; $960,000
San Francisco County; 45 Bartlett Street #606; San Francisco; 94110; 5/11/2015; $1,212,500
San Francisco County; 583 Naples Street; San Francisco; 94112; 5/11/2015; $698,000
San Francisco County; 630 Castro Street #1; San Francisco; 94114; 5/11/2015; $155,000
San Francisco County; 2635 20th Avenue; San Francisco; 94116; 5/11/2015; $750,000
San Francisco County; 305 27th Avenue; San Francisco; 94121; 5/8/2015; $965,000
San Francisco County; 1439 28th Avenue; San Francisco; 94122; 5/8/2015; $1,652,000
San Francisco County; 1520 Thomas Avenue; San Francisco; 94124; 5/8/2015; $650,000
San Francisco County; 573 Donahue Street; San Francisco; 94124; 5/8/2015; $667,500
San Francisco County; 95 Ledyard Street; San Francisco; 94124; 5/8/2015; $752,000
San Francisco County; 88 El Sereno Court; San Francisco; 94127; 5/8/2015; $1,500,000
San Francisco County; 194 Granville Way; San Francisco; 94127; 5/8/2015; $1,580,000
San Francisco County; 615 Junipero Serra Boulevard; San Francisco; 94127; 5/8/2015; $1,645,000
San Francisco County; 88 Clairview Court; San Francisco; 94131; 5/8/2015; $1,100,000
San Francisco County; 8200 Oceanview Terrace #321; San Francisco; 94132; 5/8/2015; $625,000
San Francisco County; 331 Victoria Street; San Francisco; 94132; 5/8/2015; $730,000
San Francisco County; 131 Morningside Drive; San Francisco; 94132; 5/8/2015; $1,420,000
San Francisco County; 301 Crescent Court #3318; San Francisco; 94134; 5/8/2015; $550,000
San Francisco County; 274 Leland Avenue; San Francisco; 94134; 5/8/2015; $870,000
San Francisco County; 300 Berry Street #303; San Francisco; 94158; 5/8/2015; $900,000
San Francisco County; 55 Page Street #824; San Francisco; 94102; 5/8/2015; $1,367,000
San Francisco County; 322 6th Street #IT2; San Francisco; 94103; 5/8/2015; $775,000
San Francisco County; 355 1st Street #S710; San Francisco; 94105; 5/8/2015; $825,000
San Francisco County; 25 Sierra Street #306; San Francisco; 94107; 5/8/2015; $1,100,000
San Francisco County; 1007 Rhode Island Street; San Francisco; 94107; 5/8/2015; $1,150,000
San Francisco County; 625 Mississippi Street; San Francisco; 94107; 5/8/2015; $1,455,000
San Francisco County; 1895 Pacific Avenue #505; San Francisco; 94109; 5/8/2015; $1,211,000
San Francisco County; 45 Bartlett Street #414; San Francisco; 94110; 5/8/2015; $594,000
San Francisco County; 59 Winfield Street; San Francisco; 94110; 5/8/2015; $940,000
San Francisco County; 13 Eugenia Avenue; San Francisco; 94110; 5/8/2015; $1,200,000
San Francisco County; 91 Robinson Drive; San Francisco; 94112; 5/8/2015; $375,000
San Francisco County; 445 Amazon Avenue; San Francisco; 94112; 5/8/2015; $569,000
San Francisco County; 166 Del Monte Street; San Francisco; 94112; 5/8/2015; $575,000
San Francisco County; 220 Lombard Street #314; San Francisco; 94111; 5/8/2015; $830,000
San Francisco County; 148 Ney Street; San Francisco; 94112; 5/8/2015; $682,000
San Francisco County; 645 Brunswick Street; San Francisco; 94112; 5/8/2015; $901,000
San Francisco County; 349 Corbett Avenue; San Francisco; 94114; 5/8/2015; $995,000
San Francisco County; 282 Eureka Street; San Francisco; 94114; 5/8/2015; $2,900,000
San Francisco County; 470 Alvarado Street; San Francisco; 94114; 5/8/2015; $4,100,000
San Francisco County; 2000 Ellis Street #205; San Francisco; 94115; 5/8/2015; $690,000
San Francisco County; 2246 39th Avenue; San Francisco; 94116; 5/8/2015; $1,200,000
San Francisco County; 1628 Grove Street; San Francisco; 94117; 5/8/2015; $1,550,000
San Francisco County; 720 5th Avenue; San Francisco; 94118; 5/8/2015; $1,750,000
San Francisco County; 682 12th Avenue; San Francisco; 94118; 5/8/2015; $2,550,000
San Francisco County; 3959 Washington Street; San Francisco; 94118; 5/7/2015; $4,980,000
San Francisco County; 1450 Buena Vista East Avenue; San Francisco; 94117; 5/7/2015; $3,130,000
San Francisco County; 2667 21st Avenue; San Francisco; 94116; 5/7/2015; $1,350,000
San Francisco County; 1783 Turk Street; San Francisco; 94115; 5/7/2015; $950,000
San Francisco County; 37 Ottawa Avenue; San Francisco; 94112; 5/7/2015; $878,000
San Francisco County; 62 A Walter Street; San Francisco; 94114; 5/7/2015; $1,350,000
San Francisco County; 1388 Gough Street #707; San Francisco; 94109; 5/7/2015; $1,316,000
San Francisco County; 301 Bryant Street #701; San Francisco; 94107; 5/7/2015; $3,700,000
San Francisco County; 25 Joice Street; San Francisco; 94108; 5/7/2015; $812,000
San Francisco County; 333 Grant Avenue #708; San Francisco; 94108; 5/7/2015; $870,000
San Francisco County; 125 Gilbert Street #19; San Francisco; 94103; 5/7/2015; $1,070,000
San Francisco County; 301 Hamilton Street; San Francisco; 94134; 5/7/2015; $1,110,000
San Francisco County; 600 Silliman Street; San Francisco; 94134; 5/7/2015; $748,500
San Francisco County; 83 Summit Way; San Francisco; 94132; 5/7/2015; $1,516,500
San Francisco County; 1501 Greenwich Street #207; San Francisco; 94123; 5/7/2015; $1,366,000
San Francisco County; 20 25th Avenue; San Francisco; 94121; 5/7/2015; $3,900,000
San Francisco County; 157 28th Avenue; San Francisco; 94121; 5/6/2015; $3,900,000
San Francisco County; 3820 Noriega Street; San Francisco; 94122; 5/6/2015; $750,000
San Francisco County; 1459 47th Avenue; San Francisco; 94122; 5/6/2015; $1,105,000
San Francisco County; 289 Urbano Drive; San Francisco; 94127; 5/6/2015; $1,825,000
San Francisco County; 171 Stoneridge Lane #2103; San Francisco; 94134; 5/6/2015; $575,000
San Francisco County; 690 Girard Street; San Francisco; 94134; 5/6/2015; $779,000
San Francisco County; 368 Princeton Street; San Francisco; 94134; 5/6/2015; $950,000
San Francisco County; 311 Campbell Avenue; San Francisco; 94134; 5/6/2015; $340,000
